College Name,Genders Accepted,Campus Size,Total Student Enrollments,Total Faculty,Established Year,Rating,University,Facilities,City,State,Country,College Type,Average Fees,Matched Courses
"Dr.Rajendra Gode Institute of Technology & Research, Amravati",Co-Ed,20 Acres,,24.0,1986.0,3.0,"Sant Gadge Baba Amravati University, Amravati","Boys Hostel, Girls Hostel, Library, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Parking Facility, Banks Facilities",Amravati,Maharashtra,India,Private,300000.0,"['Civil Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Computer Science and Engineering', 'Electronics Engineering']"
Vidarbha Institute of Technology,Co-Ed,12 Acres,545.0,102.0,2009.0,2.9,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations",Uti,Maharashtra,India,Private,211200.0,"['Electrical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Electrical Engineering', 'Computer Science and Engineering', 'Electronics Engineering']"
Sindhudurg Shikshan Prasarak Mandal's College of Engineering,Co-Ed,,847.0,34.0,1999.0,2.8,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Swimming Pool, Alumni Associations, Guest Room, Banks Facilities",Harkul Bk.,Maharashtra,India,Private,344000.0,"['Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Shri Shivaji Institute of Engineering and Management Studies,Co-Ed,,506.0,42.0,2010.0,2.8,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Guest Room",Parbhani,Maharashtra,India,Private,190000.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Electrical Engineering']"
Navsahyadri Group of Institutes,Co-Ed,18 Acres,940.0,149.0,2009.0,3.0,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,164769.23076923078,"['Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Electronics Engineering']"
Metropolitan Institute of Technology and Management,Co-Ed,10 Acres,542.0,38.0,2011.0,3.0,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Sindhudurg,Maharashtra,India,Private,244000.0,"['Civil Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Civil Engineering', 'Mechanical Engineering']"
Late GN Sapkal College of Engineering,Co-Ed,110 Acres,1910.0,141.0,2009.0,2.8,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Alumni Associations, Parking Facility, Guest Room",Nashik,Maharashtra,India,Private,218181.8181818181,"['Civil Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Computer Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Mechanical Engineering']"
Gangamai College of Engineering,Co-Ed,11 Acres,484.0,70.0,1991.0,2.9,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Nagaon,Maharashtra,India,Private,188241.66666666663,"['Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Electronics Engineering']"
GM Vedak Institute of Technology,Co-Ed,11 Acres,398.0,51.0,2011.0,2.8,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Library, Cafeteria, IT Infrastructure, Transport, Laboratories, Convenience Store",Tala,Maharashtra,India,Private,334000.0,"['Civil Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Electronics Engineering']"
Dr Daulatrao Aher College of Engineering,Co-Ed,10 Acres,939.0,72.0,2008.0,3.1,"Shivaji University, Kolhapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Parking Facility, Guest Room",Karad,Maharashtra,India,Private,317000.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Brahmdevdada Mane Institute of Technology,Co-Ed,70 Acres,740.0,67.0,2006.0,2.8,"Solapur University, Solapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Solapur,Maharashtra,India,Private,326800.0,"['Mechanical Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering']"
Arvind Gavali College of Engineering,Co-Ed,,1104.0,90.0,2010.0,2.7,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations",Satara,Maharashtra,India,Private,181625.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Electrical Engineering']"
Agnel Polytechnic,Co-Ed,,1212.0,47.0,1983.0,2.3,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Laboratories, Swimming Pool, Alumni Associations",Navi Mumbai,Maharashtra,India,Private,267000.0,"['Civil Engineering', 'Mechanical Engineering', 'Automobile Engineering', 'Electronics Engineering']"
Dnyanshree Institute of Engineering and Technology,Co-Ed,,633.0,89.0,2012.0,3.1,"Dr Babasaheb Ambedkar Technological University, Lonere","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories",Gajawadi,Maharashtra,India,Private,72428.57142857143,"['Mechanical Engineering', 'Electronics Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Smt Bhagwati Chaturvedi College of Engineering,Co-Ed,,,52.0,2007.0,3.0,"Sant Gadge Baba Amravati University, Amravati","Library, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure",Nagpur,Maharashtra,India,Private,347999.99999999994,"['Mechanical Engineering', 'Information Technology', 'Civil Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Electronics and Computer Engineering', 'Electronics Engineering', 'Computer Science and Engineering']"
DN Patel College of Engineering,Co-Ed,12 Acres,,85.0,1983.0,3.0,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Shahada,Maharashtra,India,Private,191000.0,"['Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Instrumentation Engineering', 'Mechanical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Wainganga College of Engineering and Management,Co-Ed,7 Acres,1250.0,164.0,2008.0,3.0,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Convenience Store, Alumni Associations",Sirul,Maharashtra,India,Private,218722.22222222225,"['Electrical Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Electronics and Computer Engineering', 'Information Technology', 'Computer Science and Engineering', 'Electronics and Computer Engineering']"
Vilasrao Deshmukh Foundation Group of Institutions- School of Engineering and Technology,Co-Ed,,,63.0,2015.0,3.0,"Swami Ramanand Teerth Marathwada University, Nanded","Library, Sports, Cafeteria, IT Infrastructure",Harangul Bk.,Maharashtra,India,Private,195333.3333333333,"['Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
"Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur",Co-Ed,10 Acres,498.0,63.0,2009.0,2.9,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room",Solapur,Maharashtra,India,Private,219250.0,"['Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Electronics Engineering ( VLSI Design and Technology)', 'Electronics Engineering']"
Shri Someshwar Shikshan Prasarak Mandal,Co-Ed,,441.0,31.0,2012.0,2.9,"Savitribai Phule Pune University, Pune","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Pune,Maharashtra,India,Private,174000.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering']"
Shatabdi Institute of Engineering and Research,Co-Ed,8 Acres,463.0,62.0,2009.0,2.9,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Agaskhind,Maharashtra,India,Private,209833.3333333333,"['Mechanical Engineering', 'Electrical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Sanmati Engineering College,Co-Ed,,567.0,21.0,2009.0,2.9,"Sant Gadge Baba Amravati University, Amravati","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories",Washim,Maharashtra,India,Private,256000.0,"['Civil Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Information Technology', 'Structural Engineering']"
"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Co-Ed,10 Acres,650.0,76.0,2008.0,2.7,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Banks Facilities",Ahmednagar,Maharashtra,India,Private,256333.3333333333,"['Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Electronics Engineering', 'Structural Engineering']"
Dhamangaon Education Society's College of Engineering and Technology,Co-Ed,10 Acres,328.0,10.0,2009.0,2.8,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Guest Room",Dattapur Dhamangaon,Maharashtra,India,Private,210000.0,"['Computer Science and Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Electronics Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Balaghat Engineering College,Co-Ed,,96.0,15.0,1989.0,2.8,"Dr Babasaheb Ambedkar Technological University, Lonere","Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Guest Room",Ahmedpur,Maharashtra,India,Private,235000.0,"['Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
All India Shri Shivaji Memorial Society's Polytechnic,Co-Ed,,1440.0,50.0,1994.0,2.1,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room",Pune,Maharashtra,India,Private,219777.7777777777,"['Civil Engineering', 'Computer Engineering', 'Mechanical Engineering', 'Electronics Engineering', 'Information Technology', 'Automobile Engineering', 'Instrumentation Engineering', 'Computer Engineering', 'Mechanical Engineering']"
Sant Gajanan Maharaj Rural Polytechnic,Co-Ed,22 Acres,963.0,37.0,2008.0,2.4,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Alumni Associations",Mahagaon,Maharashtra,India,Private,124000.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Automobile Engineering']"
Sandip Institute of Polytechnic,Co-Ed,,588.0,82.0,2011.0,2.1,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Transport, Laboratories",Nashik,Maharashtra,India,Private,198000.0,"['Civil Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Computer Engineering', 'Electronics Engineering', 'Information Technology', 'Mechanical Engineering']"
Government Polytechnic,Co-Ed,19 Acres,781.0,43.0,1983.0,2.0,,"Boys Hostel, Girls Hostel, Library, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store",Sendurwafa,Maharashtra,India,Public/Government,18000.0,"['Civil Engineering', 'Computer Technology', 'Electrical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Pillai Polytechnic,Co-Ed,,,34.0,2002.0,2.2,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Alumni Associations",Navi Mumbai,Maharashtra,India,Private,143000.0,"['Automobile Engineering', 'Computer Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
St Xavier's Technical Institute,Co-Ed,,140.0,17.0,1937.0,2.9,,"Library, Sports, Laboratories, Alumni Associations",Mumbai,Maharashtra,India,Private,37950.0,['Electronics Engineering']
GH Raisoni Polytechnic,Co-Ed,,988.0,18.0,1984.0,2.4,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations",Nagpur,Maharashtra,India,Private,159000.0,"['Mechanical Engineering', 'Automobile Engineering', 'Civil Engineering', 'Computer Engineering', 'Computer Technology', 'Electrical Engineering', 'Electronics Engineering']"
Government Polytechnic,Co-Ed,,1236.0,37.0,1985.0,2.2,,"Gym, Library, Sports, IT Infrastructure, Laboratories, Alumni Associations",Thane,Maharashtra,India,Public/Government,22650.0,"['Chemical Engineering', 'Civil Engineering', 'Civil Engineering', 'Computer Engineering', 'Information Technology', 'Mechanical Engineering', 'Mechanical Engineering']"
Government Polytechnic,Co-Ed,17 Acres,1127.0,51.0,2008.0,2.4,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Awasari,Maharashtra,India,Public/Government,18000.0,"['Automobile Engineering', 'Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Information Technology', 'Mechanical Engineering']"
Agnel Technical College,Co-Ed,,77.0,6.0,1969.0,2.9,,"Library, Sports, IT Infrastructure, Classrooms, Laboratories, Alumni Associations",Mumbai,Maharashtra,India,Public/Government,26100.0,"['Production Engineering', 'Production Engineering']"
Priyadarshini JL College of Engineering,Co-Ed,,,57.0,2008.0,2.8,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Alumni Associations",Nagpur,Maharashtra,India,Private,352000.0,"['Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Electronics and Computer Engineering']"
